target,text,stance,cut,length
深圳禁摩限电,近日雅迪发布了Z3电动车，该车速度40km/h下可跑60km，速度15km/h下可跑120km/h。整备质量81kg。深圳限摩限电之懒政恶政突显了早日修订适合我国国情的电动车法规之紧迫性。电摩与电动自行车之界定标准应早日修订发布。@雅迪电动车官方微博,2,近日 雅迪 发布 Z 电动车 该车 速度 kmh 跑 km 速度 kmh 跑 kmh 整备 质量 kg 深圳 限摩 限电 懒政 恶政 突显 早日 修订 适合 我国 国情 电动车 法规 紧迫性 电摩 电动 自行车 界定 标准 应 早日 修订 发布 雅迪 电动车 官方 微博 ,136
春节放鞭炮,[春节烟花爆竹遇冷 与往年比销量下降]春节放鞭炮是中国人的一项传统习俗。昨日，记者走访了市区部分烟花爆竹销售点发现，今年春节我市烟花爆竹的销售并不景气，不少零售点的摊主都表示，今年的销售额比去年下降了一到两成。 http://t.cn/zOhXh3H,2,春节 烟花爆竹 遇冷 往年 销量 下降 春节 放鞭炮 中国 一项 传统习俗 昨日 记者 走访 市区 部分 烟花爆竹 销售点 发现 今年春节 我市 烟花爆竹 销售 不景气 不少 零售点 摊主 表示 今年 销售额 去年 下降 一到 两成 httptcnzOhXhH ,131
深圳禁摩限电,#深圳禁摩限电#小老百姓买不起汽车，买汽车你又限号，你们准卖不准用，是个什么道理，政府执行这些政策都没有问过市民意见，一刀切不顾百姓死活，专制的政府就是牛逼，惹不起,1,深圳 禁摩 限电 老百姓 买不起 汽车 买 汽车 限号 准卖 不准 道理 政府 执行 政策 没有 问过 市民 意见 一刀切 不顾 百姓 死活 专制 政府 牛 逼 惹不起 ,85
俄罗斯在叙利亚的反恐行动,笑死人了、五大流氓里混，迟早要死鸡你，还is都你家亲人？突突突、啊呀呀……把人家打的死死的呀，一地的血呀……过路的都看到了…看你一副死样，咋弄？那俩活的飞行员哪儿找起呀，土鸡你吧，纯粹花样作死,0,笑死人 五大 流氓 里 混 迟早 要死 鸡 is 你家 亲人 突突突 啊呀呀 死死的 一地 血 过路 看到 一副 死样 弄 俩 活 飞行员 找起 土鸡 纯粹 花样 作 死 ,86
开放二胎,"真想念每月按时来大姨妈的日子，生完二胎要买个姨妈神的袋子装好姨妈巾，姨妈巾天冷用花王天热用ABC,体会大姨妈的幸福。姨妈神请等我十个月。十个月后我会好好待你，玫瑰茶、泡脚二十分钟、银耳羹。我爱姨妈神。",0,真想念 每月 按时 大姨妈 日子 生完 二胎 买个 姨妈 神 袋子 装 姨妈 巾 姨妈 巾天 冷用 花王 天热用 ABC 体会 大姨妈 幸福 姨妈 神请 十个月 十个月 我会 好好 玫瑰 茶泡 脚 二十分钟 银耳 羹 爱 姨妈 神 ,116
深圳禁摩限电,#深圳禁摩限电# 怎么说呢，交警做得对，但有没有非常完善的措施代替电动车摩托车,0,深圳 禁摩 限电 说 交警 做 有没有 非常 完善 措施 代替 电动车 摩托车 ,40
春节放鞭炮,#拒绝烟花爆竹# 一直不喜欢春节，每次听到放鞭炮的声音都会很烦躁。难道国人只能用这种聒噪同时还造成各种精神污染、空气污染的形式来表示自己的欢乐么？如果这种形式的延续，只是因为传统。那这种传统难道不该改变么？空气都这样了，还放炮，作死啊？ 详情:|拒绝烟花爆...,1,拒绝 烟花爆竹 一直 喜欢 春节 每次 听到 放鞭炮 声音 会 烦躁 难道 国人 只能 这种 聒噪 造成 精神污染 空气污染 形式 表示 欢乐 这种 形式 延续 传统 这种 传统 难道 不该 改变 空气 放炮 作死 详情 拒绝 烟花 爆 ,119
俄罗斯在叙利亚的反恐行动,美帝和俄同妥协只为了腾出手来对付中国，美帝已经看穿了我国经济上的重大问题，实体经济不振，大量资源堆积在房产和股市上，政府还不但不采取措施应对，反而推波助澜。呵呵以后有苦吃,1,美帝 俄同 妥协 出手 对付 中国 美帝 已经 看穿 我国 经济 重大 问题 实体 经济 不振 大量 资源 堆积 房产 股市 政府 采取措施 应对 推波助澜 以后 有苦 吃 ,87
IphoneSE,华尔街日报评iPhone SE: 小屏机回来复仇了：有人认为iPhone SE会走iPhone 5c失败的老路，当然也有人认为它可以让苹果焕发又一春。,2,华尔街日报 评 iPhoneSE 小屏机 回来 复仇 有人 认为 iPhoneSE 会 走 iPhonec 失败 老路 有人 认为 苹果 焕发 一春 ,75
深圳禁摩限电,"自行车协会理事长马中超:电动自行车的路权不应被忽视 | 中国自行车协会理事长马中超 　　中国经济网北京4月11日讯 (记者 杨开新) 近段时间,深圳等地采取“禁摩限电”等措施,对当地电动车使用者产生直接影响,也引发社会广泛 http://t.cn/RqMx1f4",1,自行车 协会 理事长 马中超 电动 自行车 路权 应 被忽视 中国 自行车 协会 理事长 马中超 中国 经济网 北京 月 日 讯 记者 杨开 新近 段时间 深圳 采取 禁摩 限电 措施 电动车 使用者 产生 直接 影响 引发 社会 广泛 httptcnRqMxf ,132
俄罗斯在叙利亚的反恐行动,俄罗斯国防部发言人伊戈尔·科纳申科夫少将表示，恐怖分子企图逃往，在叙利亚阿勒颇省把平民赶往叙土边境，而西方电视台却报道称这是因为俄军轰炸机的“野蛮行为”。,0,俄罗斯国防部 发言人 伊戈尔 科纳申 科夫 少将 表示 恐怖分子 企图 逃往 叙利亚 阿勒颇 省 平民 赶往 叙土 边境 西方 电视台 报道 称 是因为 俄军 轰炸机 野蛮 行为 ,90
深圳禁摩限电,#深圳禁摩限电#因为汽车每年都会出交通事故，所以过两天汽车也要禁了，什么时候刀具也别用了 |日照·大学...,1,深圳 禁摩 限电 汽车 每年 会 出 交通事故 两天 汽车 禁 刀具 别用 日照 大学 ,44
春节放鞭炮,刚看新闻，鼓励过年少放或者不放鞭炮。原因是污染空气。我的第一反应是：放鞭炮也是春节的文化呀，没鞭炮就没有没有年味，在我心中#春晚#与鞭炮是过年一种传承。小时候，哥哥带我放鞭炮，现在，我带小弟放鞭炮。从没有那种方式可以代替放鞭炮，哪怕是红包！ |禹州·花石...,0,刚看 新闻 鼓励 过年 少放 放鞭炮 原因 污染空气 第一 反应 放鞭炮 春节 文化 没 鞭炮 没有 没有 年味 在我心中 春晚 鞭炮 过年 一种 传承 小时候 哥哥 带 放鞭炮 现在 我带 小弟 放鞭炮 没有 那种 方式 代替 放鞭炮 红包 禹州 花石 ,128
IphoneSE,买了se感觉得买个平板,1,买 se 感觉 买个 平板 ,14
深圳禁摩限电,#交通安全古诗# 一人一句：但使龙城飞将在，开车请系安全带,2,交通安全 古诗 一人 一句 龙城 飞 开车 请系 安全带 ,29
IphoneSE,睡了。失望至极，iphone se和5外观几乎没有区别。只是把6s的配置装到了原本的iphone5s里，取消了3D Touch,1,睡 失望 至极 iphonese 外观 几乎 没有 区别 s 配置 装到 原本 iphones 里 取消 DTouch ,60
IphoneSE,SE，小手无法掌握那么大的手机,0,SE 小手 无法 掌握 手机 ,15
俄罗斯在叙利亚的反恐行动, 欧盟不反思自己在中东助纣为虐被反噬，不怪美帝造孽令其背锅，不怨沙特土耳其扶持IS搅乱中东祸水北引，倒把难民危机账记在北极熊头上，这是多么可怕的偏见所引发的反智情绪… // @軒王氣宇 :欧盟内部一直有声音 北极熊故意制造难民问题企图迫使欧盟放弃制裁 这个声音正在成为主流并开始仇恨北极熊,2,欧盟 反思 中东 助纣为虐 反噬 不怪 美帝 造孽 令其 背锅 不怨 沙特 土耳其 扶持 IS 搅乱 中东 祸水 北引 倒把 难民 危机 账记 北极熊 头上 这是 可怕 偏见 引发 反智 情绪 軒王 氣宇 欧盟 内部 一直 声音 北极熊 故意 制造 难民 问题 企图 迫使 欧盟 放弃 制裁 声音 正在 成为 主流 仇恨 北极熊 ,165
春节放鞭炮,北京春节能放鞭炮，那个惊讶啊。不过听说这是老北京的一个传统，大年夜，全城鞭炮响个不停，电视声音也听不到。,1,北京 春节 放鞭炮 惊讶 听说 老 北京 一个 传统 大年夜 全城 鞭炮 响个 不停 电视 声音 听 不到 ,54
春节放鞭炮,今年放炮的真是少了耶 低碳环保过大年 过年放鞭炮是中华民族的传统，图的就是那份喜庆热闹。而为了我们赖以生存的环境和空气，不放炮的春节，依然喜庆热闹。看来只要引导正确，宣传到位，易风移俗，并非难事。,1,今年 放炮 真是 少 耶低 碳 环保 过大年 过年 放鞭炮 中华民族 传统 图 份 喜庆 热闹 赖以生存 环境 空气 放炮 春节 依然 喜庆 热闹 看来 引导 正确 宣传 到位 易风 移俗 难事 ,98
俄罗斯在叙利亚的反恐行动,毛熊你们一定要干死土鸡 和 那头死骆驼 不要怂[转发],0,毛熊 一定 干 死 土鸡 那头 死 骆驼 不要 怂 转发 ,29
IphoneSE,iphonese快快上市，心情不爽，买买买！！！,2,iphonese 快快 上市 心情 不爽 买买 买 ,26
深圳禁摩限电,深圳的执行力真不错。沈阳禁摩限电好几年了，现在马路上超标超速无牌照的电动车还是噌噌的，所谓的规定就是一阵风，骗了几个钱后就成了一纸空文。,0,深圳 执行力 真不错 沈阳 禁摩 限电 好几年 现在 马路上 超标 超速 牌照 电动车 噌 噌 所谓 规定 一阵风 骗 几个 钱后 成 一纸空文 ,73
俄罗斯在叙利亚的反恐行动,这军事领导牛逼,0,军事 领导 牛 逼 ,10
开放二胎,朋友头一次去签证，碰上种场面，真的有点被吓到。这年头，签个证都那么难，国家还开放二胎，政府资源根本跟不上好么,1,朋友 头 一次 签证 碰上 种 场面 真的 有点 这年头 签个 证 难 国家 开放 二胎 政府 资源 根本 跟不上 ,58
开放二胎,以前的班级群，同学发了他朋友孩子得绝症急需配型的求助信息，有个匿名的牲口跳出来说，反正国家开放二胎了，你懂的。其他同学有点怒，问他啥意思，有人帮忙打圆场说可能他指的是生二胎用脐带血，那个牲口还对帮他圆场的女生冷嘲热讽说你是医疗公司的推销员吧。事实证明牲口就算念到研究生也依然是牲口,2,以前 班级 群 同学 发了 朋友 孩子 绝症 急需 配型 求助 信息 有个 匿名 牲口 跳出 反正 国家 开放 二胎 懂 其他同学 有点 怒问 啥意思 有人 帮忙 打圆场 说 可能 指 生二胎 脐带血 牲口 帮 圆场 女生 冷嘲热讽 说 医疗 公司 推销员 事实证明 牲口 念 研究生 依然 牲口 ,149
IphoneSE,有人说研发成本，肾四肾六研发高我认了，比前代突破大点，SE这个披着肾五皮肤的肾六还研发费用？设计和部件都是现成的,1,有人 说 研发 成本 肾四肾 六 研发 高 我认 前代 突破 大点 SE 披着 肾 五 皮肤 肾 六 研发 费用 设计 部件 现成 ,66
俄罗斯在叙利亚的反恐行动,只要是疯狂滥杀无辜的暴恐分子，应該受到教育。任何国家但不能以反恐为民滥杀手无寸铁的百姓和科學工作者。,1,疯狂 滥杀无辜 暴恐 分子 应該 教育 国家 不能 反恐 为民 滥杀 手无寸铁 百姓 科學 工作者 ,50
春节放鞭炮,#活动分享#咕噜熊黄冈摩尔馆，迎春接福-春节主题活动。过年时，孩子会领红包、放鞭炮、贴春联、穿新衣，但孩子可能并不知道这些习俗的由来。快过年啦，咕噜熊与您分享“年”的故事，让我们一起体验中国传统文化，品味纯正“中国味”的新年吧！http://t.cn/zYKeXEQ,0,活动 分享 咕噜 熊 黄冈 摩尔 馆 迎春 接福 春节 主题 活动 过年 时 孩子 会领 红包 放鞭炮 贴 春联 穿 新衣 孩子 可能 并不知道 习俗 快 过年 咕噜 熊 分享 年 故事 一起 体验 中国 传统 文化 品味 纯正 中国 味 新年 httptcnzYKeXEQ ,138
开放二胎,国家应该尽快出台对孕妇和哺乳妈妈的福利，包括妇幼医院，哺乳室的完善，儿童医院增加。毕竟开放二胎了。,2,国家 应该 尽快 出台 孕妇 哺乳 妈妈 福利 包括 妇幼医院 哺乳室 完善 儿童医院 增加 毕竟 开放 二胎 ,56
春节放鞭炮,#尾巴陪你过新年#在评论中聊聊你对如今春节放鞭炮的看法，随机送出美图2014台历一本。,2,尾巴 陪 新年 评论 中 聊聊 如今 春节 放鞭炮 看法 随机 送出 美图 台历 一本 ,44
俄罗斯在叙利亚的反恐行动,噢，杀政府军的时候是反对派，杀平民的时候就是IS反正反政府武装一直演了场好戏，上次看到他们把女人困在天台上抵抗轰炸，就觉得反对派is都是一家的，灭绝人性的如此一致。,0,噢 杀 政府军 反对派 杀 平民 IS 反正 反 政府 武装 一直 演了场 好戏 上次 看到 女人 困在 天 台上 抵抗 轰炸 觉得 反对派 is 一家 灭绝人性 一致 ,85
开放二胎,孩儿她爹说不要二胎了，因为想把全部的爱都给他女儿，怕我二胎万一生了儿子该不宠他女儿了，怎么可能会不宠呢，从孕早期的见红到孕中期的糖尿病再到孕晚期的高血压，怀她怀的很艰辛，她就是我生命啊,0,孩儿 爹 说 不要 二胎 想 爱 女儿 怕 二胎 万 一生 儿子 宠 女儿 可能 会 宠 孕早期 见 红到 孕 中期 糖尿病 孕晚期 高血压 怀 怀 艰辛 生命 ,81
春节放鞭炮,#新年快乐# 祝大家新年快乐，马年行大运。 关于春节放鞭炮的问题，我想说的是，那些提倡春节不放鞭炮的都是纯二逼，故意把环境污染归咎为燃放鞭炮的更是王八蛋，少出来愚民了，你们咋不提倡春节期间所有的化工厂都停工呢，汽车尾气、燃放鞭炮造成的污染能占多大的比例，舍本逐末，二逼之极！,0,新年快乐 祝 新年快乐 马年 行大运 春节 放鞭炮 问题 想 说 提倡 春节 放鞭炮 纯二逼 故意 环境污染 归咎 燃放鞭炮 更是 王八蛋 少 愚民 提倡 春节 期间 化工厂 停工 汽车尾气 燃放鞭炮 造成 污染 占 比例 舍本逐末 二 逼 极 ,123
深圳禁摩限电,《沁 园 春·深圳堵车》：深圳风光，千里车流，万里人潮。望深南内外，车行如蚁；北环滨海，汽笛啸啸。司机烦躁，膀胱欲破无处尿。看日落月升，尚未过桥。交通如此糟糕，引无数驾友赴公交。叹神龙大众，慢如蜗牛；奔驰宝马，无处发飙。一代天骄，兰博基尼，泪看电摩把车超。 （转）,2,沁园春 深圳 堵车 深圳 风光 千里 车流 万里 人潮 深南 内外 车行 如蚁 北环 滨海 汽笛 啸啸 司机 烦躁 膀胱 欲 破 无处 尿 日落 月 升 尚未 过桥 交通 糟糕 引 无数 驾友 赴 公交 叹 神龙 大众 慢如 蜗牛 奔驰 宝马 无处 发飙 一代 天骄 兰博基尼 泪看 电摩 车 超转 ,150
